column_0,name,city,state,address,hours of operation,associated airports,Identifier,contact information.name,contact information.phone,contact information.email,aircraft and equipment rentals.planes,flight training.faa classification,flight training.approved for va training,flight training.services,flight training.DPE inside,flight training.in-house maintenance,flight training.number of aircrafts,flight training.dormitory,flight training.visa for foreign students,training opportunities.certifications,training opportunities.ratings,training opportunities.other advanced training,school_type,city_set,flight_available,fax,flight training.affiliated college/university,aircraft and equipment rentals.equipment,aircraft and equipment rentals.simulator,aircraft and equipment rentals.rotorcraft,club listing last verified
852,"Gatts, Inc.",Manhattan,KS,"Manhattan Regional Airport 124 N 4th Street, Suite B Manhattan , KS 66502","Mon - Fri, 8:00 AM to 5:00 PM",Manhattan Regional Airport,KMHK,,,,,Part 61,No,Computerized Testing; Ground School,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Tailwheel; Upset Recovery,Flight school,Town,218,(785) 776-4566,,,,,
250,"SkyRise Aviation, LLC",Mather,CA,"10510 Superfortress Avenue Mather , CA 95655","From 1/2 to 12/31: Mon - Fri, 8:00 AM to 5:00 PM",Sacramento Mather Airport,KMHR,Alex Erdman,(916) 234-5771,mailto:info@flyskyrise.com,,Part 61,No,Biennial Flight Review; Instrument Proficiency Check,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,265,,,,,,
1188,National Flight Simulator,Manchester,NH,"175 Ammon Dr #101 Manchester , NH 03103","Mon - Sun, 7:00 AM to 8:00 PM",Manchester-Boston Regional Airport,KMHT,Steve Cunningham,(603) 880-0044,steve@nationalflightsimulator.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Instrument Proficiency Check; Intro Flight; Part 107 Drone Testing; Simulator,N/A,N/A,N/A,N/A,No,Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Cirrus; Emergency Maneuvers; G1000; Glass Cockpit Transition; High Altitude; High Performance; Turbine; Upset Recovery,Flight school,Town,195,,,,Advanced Aviation Training Device (AATD); Basic Aviation Training Device (BATD),,
265,National Test Pilot School,Mojave,CA,"1030 Flight Line Building 72 Mojave , CA 93501","Mon - Fri, 7:00 AM to 5:00 PM",Mojave Airport,KMHV,Al Peterson,(661) 824-2977,apeterson@ntps.edu,,Part 61,No,Ground School; Part 107 Drone Testing,N/A,N/A,N/A,N/A,No,,Rotary Wing,Aerobatic; Complex; Emergency Maneuvers; Formation; High Altitude; High Performance; Mountain Flying; Spin Training; Turbine; Upset Recovery,Flight school,Small Town,279,(661) 824-2943,,,,,
451,Pan Am International Flight Academy,Miami,FL,"5000 Northwest 36th Street Miami , FL 33166","Mon - Fri, 8:00 AM to 5:00 PM",Miami International Airport,KMIA,,,,,Part 141; Part 142,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Examiner; Ground School; Simulator,Yes,N/A,N/A,N/A,M1,Airline Transport Pilot ATP,,,Flight school,Medium City,318,,,,Full Flight Simulator (FFS),,
2121,Eig Watson School of Aviation,Homestead,FL,"500 College Terrace, Homestead, Florida, 33030 United States",,Miami International Airport,KMIA,,,,,,No,Aviation College Degrees and Certifications; Aicraft Maintenance Training; Aircraft Dispatcher Training,N/A,Yes,N/A,N/A,F1,Airplane Flight Training,Instrument; Multi Engine,,Aviation college,Town,322,,,,,,
2147,Miami Dade College,Miami,FL,"14715 SW 128 Street, Miami, Florida, 33186 United States",,Miami International Airport,KMIA,,,,,,No,Aicraft Maintenance Training; Air Traffic Controller Training; Aircraft Dispatcher Training; Aviation Associate Degree and certifications,Yes,Yes,N/A,N/A,F1,Aviation College Degrees and Certifications,Instrument; Multi Engine,,Aviation college,Medium City,318,,,,,,
1222,Big Sky Aviation,Millville,NJ,"Millville Municipal Airport 2 Thunderbolt Drive Millville , NJ 08332","Sun - Sat, 8:00 AM to Dusk",Millville Municipal Airport,KMIV,Customer Service,(800) 752-9207,bigsky@bigskyaviation.net,Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Complex; G1000,Flight school,Small Town,206,(856) 825-4144,,,Advanced Aviation Training Device (AATD),,
804,"Marshalltown Aviation, Inc.",Marshalltown,IA,"Marshalltown Municipal Airport 2651 170th Street Marshalltown , IA 50158",122.8,Marshalltown Municipal Airport,KMIW,Stephen Valbracht,(641) 521-6832,steve@miwairport.com,Single Engine,Part 61,No,Examiner; Ground School; Intro Flight,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,196,(641) 752-0026,,,,,
1077,"Cloud Nine Aviation, Inc.",Picayune,MS,"Picayune Municipal 135 Kendrick Lane Picayune , MS 39466",Irregular,Picayune Municipal Airport,KMJD,,,,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot,,,Flight school,Small Town,222,(601) 799-1643,,,,,
1204,Ocean Aire,Toms River,NJ,"Ocean County Airport Route 530 West, PO Box 1245 Toms River , NJ 08754",122.7,Ocean County Airport,KMJX,Lenny Boyd,(732) 797-1077,OceanAiremjx@gmail.com,Single Engine,Part 141; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,Yes,1,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; High Performance,Flight school,Town,210,(732) 797-0789,,,Basic Aviation Training Device (BATD),,
1096,Little Blue Aviation,Kansas City,MO,"Charles B Wheeler Downtown Airport 1001 Northwest Lou Holland Drive, Suite 220 Kansas City , MO 64116",By Appointment,Charles B. Wheeler Downtown Airport,KMKC,Matthew Miller,(913) 226-7199,littleblue1038@gmail.com,,Part 61,No,Simulator,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot; Sport Pilot,Instrument,Aerobatic; Emergency Maneuvers; Formation; Tailwheel; Turbine; Upset Recovery,Flight school,Medium City,215,,,,Advanced Aviation Training Device (AATD),,
1105,US Flight Co,Kansas City,MO,"500 Richards Road Kansas City , MO 64116","24 hours a day, 7 days a week",Charles B. Wheeler Downtown Airport,KMKC,Michael Sawyer,N/A,office@usflightco.com,Single Engine; Tailwheel,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Medium City,215,,,,,,
1107,Skybound Helicopters,Kansas City,MO,"500 NW Richards Road Kansas City , MO 64116","Mon - Sun, 8:00 AM to 10:00 PM",Charles B. Wheeler Downtown Airport,KMKC,Ryan Mendon,(888) 759-4354,rmendon@skyboundheli.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Drone/UAS; Ground School; Instrument Proficiency Check; Intro Flight; Time Building Programs,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Rotary Wing,Aerial Photography; Drone; Emergency Maneuvers,Flight school; Helicopter school,Medium City,215,(816) 293-2741,,,,Helicopter,
1111,"ATD Flight Systems, LLC",Kansas City,MO,"Charles B. Wheeler Downtown Airport 10 NW Richards Road, Hangar 1 Kansas City , MO 64116","Sun - Sat, 8:00 AM to 5:00 PM",Charles B. Wheeler Downtown Airport,KMKC,,,,Multi Engine; Single Engine,Part 141; Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,11,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Complex; Tailwheel,Flight school,Medium City,215,(816) 221-8470,,,Procedures Trainer,,
1112,Midwest Pilot Training,Kansas City,MO,"10 NW Richards Road Kansas City , MO 64117","Mon - Sun, 7:00 AM to 5:00 PM",Charles B. Wheeler Downtown Airport,KMKC,Jim Dockins,(816) 889-8906,jdockinscfi@gmail.com,Multi Engine; Single Engine,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Private Pilot,,,Flight school,Medium City,215,,,,Advanced Aviation Training Device (AATD),,
1115,J H Aviation,Kansas City,MO,"1001 NW Lou Holland Drive Kansas City , MO 64116",By Appointment,Charles B. Wheeler Downtown Airport,KMKC,Josh Hay,N/A,josh@jhaviate.com,,Part 141; Part 61,No,,N/A,N/A,N/A,N/A,M1,,,,Flight school,Medium City,215,,,,,,
1117,ATP Flight School,Kansas City,MO,"Kansas City Flight School at Charles B Wheeler 490 Richards Road Kansas City , MO 64116",By Appointment,Charles B. Wheeler Downtown Airport,KMKC,,,,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,G1000; Turbine,Flight school,Medium City,215,,,,Advanced Aviation Training Device (AATD); Flight Training Device (FTD),,
1667,"Old School Aircraft, LLC",Jackson,TN,"286 Grady Montgomery Drive Jackson , TN 38301",By Appointment,McKellar-Sipes Regional Airport,KMKL,Will Helms,(731) 616-9455,helmsaviation@gmail.com,Single Engine,Part 141; Part 61,No,Ground School; Intro Flight,N/A,N/A,5,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Town,213,,,,,,
1594,CRAFT Flight Training & Simulation,Moncks Corner,SC,"616 Whitesville Road Moncks Corner , SC 29461","From 1/1 to 12/31: Mon - Sat, 9:00 AM to 5:00 PM",Berkeley County Airport,KMKS,Amanda Aldea,(843) 800-6498,amanda@flycraftchs.com,Single Engine,Part 141; Part 61,Yes,Intro Flight,N/A,N/A,7,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Private Pilot,Instrument,,Flight school,Small Town,210,,,,,,
1625,Carolina Sky Flight Training,Summerville,SC,"@ KDYB: 890 Greyback Road, Summervile 29483 @ KMKS: 616 Whitesville Road, Moncks Corner 29461 Summerville , SC 29483","From 1/1 to 12/31: Mon - Sat, 9:00 AM to 5:00 PM",Berkeley County Airport,KMKS,Amanda Aldea,N/A,amanda@flycarolinasky.com,,Part 141; Part 61,Yes,,N/A,N/A,8,N/A,M1,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,,Flight school,Small Town,209,,,,,,
1040,PRO TRAIN Aviation,Mankato,MN,"Mankato Regional Airport 3030 N. Airport Road Mankato , MN 56001",By Appointment,Mankato Regional Airport,KMKT,Jason Ceminsky,(507) 933-0787,info@protrainaviation.com,,Part 61,No,Examiner,Yes,N/A,N/A,N/A,No,Airline Transport Pilot ATP,Multi-Engine,Turbine,Flight school,Small Town,193,,,,,,
1054,North Star Aviation,Mankato,MN,"Mankato Regional Airport 3030 Airport Road North Mankato , MN 56001",None reported,Mankato Regional Airport,KMKT,Kyle Smith,(507) 625-6006,flymankato@gmail.com,Multi Engine; Single Engine,Part 141; Part 61,No,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,Yes,4,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot,Instrument; Multi-Engine,Complex; G1000; Glass Cockpit Transition,Flight school,Small Town,193,(507) 625-6103,Minnesota State University,,Advanced Aviation Training Device (AATD),,
515,Silsby Aviation,Naples,FL,"2005 Mainsail Dr Naples , FL 34114","Mon - Sun, 8:00 AM to 5:00 PM",Marco Island Executive Airport,KMKY,Clayton B. Silsby,(541) 326-7987,claysilsby@mac.com,Light Sport; Single Engine,Part 61,No,,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Private Pilot,Instrument,,Flight school,Small Town,334,,,,,,
546,Career Flight Training and Aircraft Rental,Naples,FL,"Marco Island Executive Airport 2005 Mainsail Drive, Suite 201 Naples , FL 34114","Mon - Sun, 7:00 AM to 7:00 PM",Marco Island Executive Airport,KMKY,Stephen Davis (Alan),N/A,cloudsurfer0278@icloud.com,Single Engine,Part 107; Part 61,No,Biennial Flight Review; Drone/UAS; Ground School; Instrument Proficiency Check; Intro Flight; Part 107 Drone Testing,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Drone,Flight school,Small Town,334,,No,Survival Gear,,,
586,Fogarty Flying,Naples,FL,"Marco Island Airport 2005 Mainsail Drive Naples , FL 34114",By Appointment,Marco Island Executive Airport,KMKY,Jim Fogarty,(239) 285-5208,jim@FogartyFlying.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Private Pilot,Instrument,,Flight school,Small Town,334,,,,,,
490,Modine Aviation,Melbourne,FL,"Melbourne International Airport 140 S Apollo Blvd. Melbourne , FL 32901","From 07/01 to 09/02: Mon - Fri, 8:30 AM to 5:30 PM",Melbourne Orlando International Airport,KMLB,Amon Modine,(321) 604-2438,info@modineaviation.com,,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Examiner; Instrument Proficiency Check; Intro Flight,Yes,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Aerial Photography; Cirrus; Companion Co-Pilot; Complex; Glass Cockpit Transition; High Performance; Upset Recovery,Flight school,Town,304,,,,,,
558,"F.I.T. Aviation, LLC",Melbourne,FL,"Melbourne International Airport 801 Harry Goode Way Melbourne , FL 32901",None reported,Melbourne Orlando International Airport,KMLB,,,,Aerobatic; Multi Engine; Single Engine; Tailwheel,Part 141; Part 61,No,Computerized Testing; Examiner; Ground School; Intro Flight; Simulator; Time Building Programs,Yes,Yes,40,Yes,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot,Instrument; Multi-Engine,Aerobatic; Tailwheel; Turbine,Flight school,Town,304,(321) 674-6510,Florida Institute of Technology,,Flight Training Device (FTD),,
569,Melbourne Flight Training,Melbourne,FL,"1401 General Aviation Dr Melbourne , FL 32935","Mon - Sun, 8:00 AM to 8:00 PM",Melbourne Orlando International Airport,KMLB,Derek Fallon,(321) 345-3194,derek@mlbflight.com,Multi Engine; Single Engine,Part 61,No,Annual Recurrent Training; Biennial Flight Review; Ground School; Intro Flight; Simulator; Time Building Programs,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine,Cirrus; Complex; Emergency Maneuvers; Glass Cockpit Transition; High Performance; Upset Recovery,Flight school,Town,304,,,Survival Gear,Basic Aviation Training Device (BATD),,
1468,BrenAir Aviation Services,Mcalester,OK,"Mc Alester Regional Airport 104 Airport Dr Mcalester , OK","Sun - Sat, 8:00 AM to 6:00 PM",Mc Alester Regional Airport,KMLC,,,,Single Engine,Part 61,No,Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Small Town,221,(918) 426-3152,,,,,
1140,Oracle Aviation,Omaha,NE,"Millard Airport 12916 Millard Airport Plaza Omaha , NE 68137","Sun - Sat, 6:30 AM to 8:00 PM",Millard Airport,KMLE,Dave Poole,(402) 953-9905,dave.poole@oracleaviation.com,Multi Engine; Single Engine,Part 107; Part 141; Part 61,Yes,Biennial Flight Review; Computerized Testing; Drone/UAS; Ground School; Intro Flight; Part 107 Drone Testing,N/A,Yes,11,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot,Instrument; Multi-Engine; Rotary Wing,Cirrus; Complex; Drone; Helicopter to Fixed-Wing Transition; High Altitude; High Performance,Flight school; Helicopter school,Medium City,214,(402) 986-7100,No,,Advanced Aviation Training Device (AATD),,
2158,University of Nebraska Omaha Aviation Institute,Omaha,NE,"6001 Dodge Street CPACS 120, Omaha, Nebraska, 68182 United States",,Millard Airport,KMLE,,,,,,Yes,Privae Pilot Certificate; Commercial Pilot Certificate; Flight Instructor Certificate; Flight Instructor Instrument Certificate; Flight Instructor Multi Engine Certificate,N/A,N/A,N/A,Yes,F1,Aviation College Degrees and Certifications,Instrument; Multi Engine,,Aviation college,Medium City,214,,,,,,
354,Meriden Aviation Center,Meriden,CT,"Meriden Markham Municipal Airport 213 Evansville Ave 2nd Floor Meriden , CT 06451",By Appointment,Meriden Markham Municipal Airport,KMMK,Mark Poole,(203) 648-4870,mark@meridenaviationcenter.com,Single Engine,Part 61,No,Ground School; Intro Flight,N/A,N/A,N/A,N/A,No,Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,,Flight school,Town,202,(203) 456-8505,,,,,
1199,ATP Flight School,Morristown,NJ,"Morristown Flight School 1 Airport Road, Suite 212 Morristown , NJ 07960",By Appointment,Morristown Municipal Airport,KMMU,,,,Multi Engine; Single Engine,Part 61,No,Computerized Testing; Ground School; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Flight Instructor Sport CFIS; Multi Engine Instructor MEI,Instrument; Multi-Engine,,Flight school,Small Town,209,,,,Advanced Aviation Training Device (AATD),,
1208,Certified Flyers II,Morristown,NJ,"Morristown Municipal Airport 50 Airport Road, Suite 100 Morristown , NJ 07960","Sun - Sat, 8:00 AM to 6:00 PM",Morristown Municipal Airport,KMMU,Contact Us,N/A,info@certifiedflyers.com,Single Engine,Part 61,No,Computerized Testing; Ground School; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Multi Engine Instructor MEI; Private Pilot; Recreational Pilot; Sport Pilot,Instrument; Multi-Engine,,Flight school,Small Town,209,(973) 539-1836,,,Procedures Trainer,,
1218,NOVA Aviation,Morristown,NJ,"Morristown Municipal Airport 1 Airport Road, Suite 205 Morristown , NJ 07960","Sun - Sat, 9:00 AM to 7:00 PM",Morristown Municipal Airport,KMMU,Angel Cortes,(973) 540-0106,info@nova.aero,Single Engine,Part 61,No,Biennial Flight Review; Ground School; Instrument Proficiency Check; Intro Flight; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument,Emergency Maneuvers,Flight school,Small Town,209,,,,Procedures Trainer,,
1228,CAE New Jersey Morristown Training Center,Whippany,NJ,"4 Apollo Drive Whippany , NJ 07981","24 hours a day, 7 days a week",Morristown Municipal Airport,KMMU,Michael Carroll,(973) 581-7400,aviationtraining@cae.com,,Part 142,No,Annual Recurrent Training; Computerized Testing; Ground School; Simulator,N/A,N/A,N/A,N/A,No,Airline Transport Pilot ATP,,Emergency Maneuvers; Upset Recovery,Flight school,Small Town,209,,,,Full Flight Simulator (FFS),,
1229,American Flyers,Morristown,NJ,"Morristown Municipal Airport 50 Airport Road Suite 120 Morristown , NJ 07960","Mon - Sun, 8:00 AM to 8:00 PM",Morristown Municipal Airport,KMMU,John Giordano,(973) 267-3223,info@americanflyers.com,,Part 141; Part 61,Yes,Annual Recurrent Training; Biennial Flight Review; Computerized Testing; Ground School; Instrument Proficiency Check; Intro Flight; Simulator; Time Building Programs,N/A,N/A,55,N/A,M1,Airline Transport Pilot ATP; Commercial; Flight Instructor CFI; Flight Instructor Instrument CFII; Private Pilot,Instrument; Multi-Engine,Companion Co-Pilot,Flight school,Small Town,209,,,,,,
